driver,ticker,lookback,threshold,holding,event_date,driver_change_pct,buy_date,sell_date,buy_price,sell_price,capital,shares,buy_mode,return_pct,profit_rp,ending_value
GOLD,HRTA.JK,5,0.5,10,2026-05-11,4.41,2026-05-12,2026-05-26,2670.0,2370.0,1000000,374.53,NEXT_DAY,-11.24,-112360.0,887640.0
GOLD,HRTA.JK,5,0.5,10,2026-06-16,1.66,2026-06-18,2026-07-02,2170.0,1740.0,1000000,460.83,NEXT_DAY,-19.82,-198157.0,801843.0
GOLD,MDKA.JK,5,0.5,10,2026-01-09,4.08,2026-01-12,2026-01-27,2890.0,3210.0,1000000,346.02,NEXT_DAY,11.07,110727.0,1110727.0
GOLD,MDKA.JK,5,0.5,10,2026-02-06,5.03,2026-02-09,2026-02-25,3040.0,3820.0,1000000,328.95,NEXT_DAY,25.66,256579.0,1256579.0
GOLD,MDKA.JK,5,0.5,10,2026-02-27,3.38,2026-03-02,2026-03-16,3940.0,3060.0,1000000,253.81,NEXT_DAY,-22.34,-223350.0,776650.0
GOLD,MDKA.JK,5,0.5,10,2026-03-30,2.77,2026-03-31,2026-04-15,3140.0,3350.0,1000000,318.47,NEXT_DAY,6.69,66879.0,1066879.0
GOLD,MDKA.JK,5,0.5,10,2026-04-20,1.35,2026-04-21,2026-05-06,3370.0,3110.0,1000000,296.74,NEXT_DAY,-7.72,-77151.0,922849.0
GOLD,MDKA.JK,5,0.5,10,2026-05-11,4.41,2026-05-12,2026-05-26,2870.0,2720.0,1000000,348.43,NEXT_DAY,-5.23,-52265.0,947735.0
GOLD,MDKA.JK,5,0.5,10,2026-06-16,1.66,2026-06-18,2026-07-02,2860.0,2540.0,1000000,349.65,NEXT_DAY,-11.19,-111888.0,888112.0
GOLD,ANTM.JK,5,0.5,10,2026-01-09,4.08,2026-01-12,2026-01-27,3830.0,4610.0,1000000,261.1,NEXT_DAY,20.37,203655.0,1203655.0
GOLD,ANTM.JK,5,0.5,10,2026-02-06,5.03,2026-02-09,2026-02-25,3890.0,4460.0,1000000,257.07,NEXT_DAY,14.65,146530.0,1146530.0
GOLD,ANTM.JK,5,0.5,10,2026-02-27,3.38,2026-03-02,2026-03-16,4610.0,3640.0,1000000,216.92,NEXT_DAY,-21.04,-210412.0,789588.0
GOLD,ANTM.JK,5,0.5,10,2026-03-30,2.77,2026-03-31,2026-04-15,3500.0,3940.0,1000000,285.71,NEXT_DAY,12.57,125714.0,1125714.0
GOLD,ANTM.JK,5,0.5,10,2026-04-20,1.35,2026-04-21,2026-05-06,4030.0,3800.0,1000000,248.14,NEXT_DAY,-5.71,-57072.0,942928.0
GOLD,ANTM.JK,5,0.5,10,2026-05-11,4.41,2026-05-12,2026-05-26,3570.0,2960.0,1000000,280.11,NEXT_DAY,-17.09,-170868.0,829132.0
GOLD,ANTM.JK,5,0.5,10,2026-06-16,1.66,2026-06-18,2026-07-02,3170.0,2760.0,1000000,315.46,NEXT_DAY,-12.93,-129338.0,870662.0
GOLD,BRMS.JK,5,0.5,10,2026-01-09,4.08,2026-01-12,2026-01-27,1260.0,1295.0,1000000,793.65,NEXT_DAY,2.78,27778.0,1027778.0
GOLD,BRMS.JK,5,0.5,10,2026-02-06,5.03,2026-02-09,2026-02-25,1010.0,980.0,1000000,990.1,NEXT_DAY,-2.97,-29703.0,970297.0
GOLD,BRMS.JK,5,0.5,10,2026-02-27,3.38,2026-03-02,2026-03-16,1010.0,675.0,1000000,990.1,NEXT_DAY,-33.17,-331683.0,668317.0
GOLD,BRMS.JK,5,0.5,10,2026-03-30,2.77,2026-03-31,2026-04-15,730.0,855.0,1000000,1369.86,NEXT_DAY,17.12,171233.0,1171233.0
GOLD,BRMS.JK,5,0.5,10,2026-04-20,1.35,2026-04-21,2026-05-06,900.0,820.0,1000000,1111.11,NEXT_DAY,-8.89,-88889.0,911111.0
GOLD,BRMS.JK,5,0.5,10,2026-05-11,4.41,2026-05-12,2026-05-26,760.0,605.0,1000000,1315.79,NEXT_DAY,-20.39,-203947.0,796053.0
GOLD,BRMS.JK,5,0.5,10,2026-06-16,1.66,2026-06-18,2026-07-02,670.0,484.0,1000000,1492.54,NEXT_DAY,-27.76,-277612.0,722388.0
GOLD,PSAB.JK,5,0.5,10,2026-01-09,4.08,2026-01-12,2026-01-27,610.0,625.0,1000000,1639.34,NEXT_DAY,2.46,24590.0,1024590.0
GOLD,PSAB.JK,5,0.5,10,2026-02-06,5.03,2026-02-09,2026-02-25,505.0,570.0,1000000,1980.2,NEXT_DAY,12.87,128713.0,1128713.0
GOLD,PSAB.JK,5,0.5,10,2026-02-27,3.38,2026-03-02,2026-03-16,580.0,555.0,1000000,1724.14,NEXT_DAY,-4.31,-43103.0,956897.0
GOLD,PSAB.JK,5,0.5,10,2026-03-30,2.77,2026-03-31,2026-04-15,460.0,525.0,1000000,2173.91,NEXT_DAY,14.13,141304.0,1141304.0
GOLD,PSAB.JK,5,0.5,10,2026-04-20,1.35,2026-04-21,2026-05-06,575.0,570.0,1000000,1739.13,NEXT_DAY,-0.87,-8696.0,991304.0
GOLD,PSAB.JK,5,0.5,10,2026-05-11,4.41,2026-05-12,2026-05-26,520.0,468.0,1000000,1923.08,NEXT_DAY,-10.0,-100000.0,900000.0
GOLD,PSAB.JK,5,0.5,10,2026-06-16,1.66,2026-06-18,2026-07-02,448.0,392.0,1000000,2232.14,NEXT_DAY,-12.5,-125000.0,875000.0
GOLD,HRTA.JK,5,1.0,1,2026-01-09,4.08,2026-01-12,2026-01-13,2770.0,2580.0,1000000,361.01,NEXT_DAY,-6.86,-68592.0,931408.0
GOLD,HRTA.JK,5,1.0,1,2026-02-06,5.03,2026-02-09,2026-02-10,2250.0,2500.0,1000000,444.44,NEXT_DAY,11.11,111111.0,1111111.0
GOLD,HRTA.JK,5,1.0,1,2026-02-27,3.38,2026-03-02,2026-03-03,3250.0,3090.0,1000000,307.69,NEXT_DAY,-4.92,-49231.0,950769.0
GOLD,HRTA.JK,5,1.0,1,2026-03-30,2.77,2026-03-31,2026-04-01,2180.0,2540.0,1000000,458.72,NEXT_DAY,16.51,165138.0,1165138.0
GOLD,HRTA.JK,5,1.0,1,2026-04-20,1.35,2026-04-21,2026-04-22,2970.0,3040.0,1000000,336.7,NEXT_DAY,2.36,23569.0,1023569.0
GOLD,HRTA.JK,5,1.0,1,2026-05-11,4.41,2026-05-12,2026-05-13,2670.0,2660.0,1000000,374.53,NEXT_DAY,-0.37,-3745.0,996255.0
GOLD,HRTA.JK,5,1.0,1,2026-06-16,1.66,2026-06-18,2026-06-19,2170.0,2120.0,1000000,460.83,NEXT_DAY,-2.3,-23041.0,976959.0
GOLD,MDKA.JK,5,1.0,1,2026-01-09,4.08,2026-01-12,2026-01-13,2890.0,3120.0,1000000,346.02,NEXT_DAY,7.96,79585.0,1079585.0
GOLD,MDKA.JK,5,1.0,1,2026-02-06,5.03,2026-02-09,2026-02-10,3040.0,3090.0,1000000,328.95,NEXT_DAY,1.64,16447.0,1016447.0
GOLD,MDKA.JK,5,1.0,1,2026-02-27,3.38,2026-03-02,2026-03-03,3940.0,3660.0,1000000,253.81,NEXT_DAY,-7.11,-71066.0,928934.0
GOLD,MDKA.JK,5,1.0,1,2026-03-30,2.77,2026-03-31,2026-04-01,3140.0,3340.0,1000000,318.47,NEXT_DAY,6.37,63694.0,1063694.0
GOLD,MDKA.JK,5,1.0,1,2026-04-20,1.35,2026-04-21,2026-04-22,3370.0,3400.0,1000000,296.74,NEXT_DAY,0.89,8902.0,1008902.0
GOLD,MDKA.JK,5,1.0,1,2026-05-11,4.41,2026-05-12,2026-05-13,2870.0,2730.0,1000000,348.43,NEXT_DAY,-4.88,-48780.0,951220.0
GOLD,MDKA.JK,5,1.0,1,2026-06-16,1.66,2026-06-18,2026-06-19,2860.0,2930.0,1000000,349.65,NEXT_DAY,2.45,24476.0,1024476.0
GOLD,ANTM.JK,5,1.0,1,2026-01-09,4.08,2026-01-12,2026-01-13,3830.0,3880.0,1000000,261.1,NEXT_DAY,1.31,13055.0,1013055.0
GOLD,ANTM.JK,5,1.0,1,2026-02-06,5.03,2026-02-09,2026-02-10,3890.0,3890.0,1000000,257.07,NEXT_DAY,0.0,0.0,1000000.0
GOLD,ANTM.JK,5,1.0,1,2026-02-27,3.38,2026-03-02,2026-03-03,4610.0,4410.0,1000000,216.92,NEXT_DAY,-4.34,-43384.0,956616.0
GOLD,ANTM.JK,5,1.0,1,2026-03-30,2.77,2026-03-31,2026-04-01,3500.0,3710.0,1000000,285.71,NEXT_DAY,6.0,60000.0,1060000.0
GOLD,ANTM.JK,5,1.0,1,2026-04-20,1.35,2026-04-21,2026-04-22,4030.0,4100.0,1000000,248.14,NEXT_DAY,1.74,17370.0,1017370.0
GOLD,ANTM.JK,5,1.0,1,2026-05-11,4.41,2026-05-12,2026-05-13,3570.0,3500.0,1000000,280.11,NEXT_DAY,-1.96,-19608.0,980392.0
GOLD,ANTM.JK,5,1.0,1,2026-06-16,1.66,2026-06-18,2026-06-19,3170.0,3080.0,1000000,315.46,NEXT_DAY,-2.84,-28391.0,971609.0
GOLD,BRMS.JK,5,1.0,1,2026-01-09,4.08,2026-01-12,2026-01-13,1260.0,1195.0,1000000,793.65,NEXT_DAY,-5.16,-51587.0,948413.0
GOLD,BRMS.JK,5,1.0,1,2026-02-06,5.03,2026-02-09,2026-02-10,1010.0,1045.0,1000000,990.1,NEXT_DAY,3.47,34653.0,1034653.0
GOLD,BRMS.JK,5,1.0,1,2026-02-27,3.38,2026-03-02,2026-03-03,1010.0,980.0,1000000,990.1,NEXT_DAY,-2.97,-29703.0,970297.0
GOLD,BRMS.JK,5,1.0,1,2026-03-30,2.77,2026-03-31,2026-04-01,730.0,780.0,1000000,1369.86,NEXT_DAY,6.85,68493.0,1068493.0
GOLD,BRMS.JK,5,1.0,1,2026-04-20,1.35,2026-04-21,2026-04-22,900.0,905.0,1000000,1111.11,NEXT_DAY,0.56,5556.0,1005556.0
GOLD,BRMS.JK,5,1.0,1,2026-05-11,4.41,2026-05-12,2026-05-13,760.0,770.0,1000000,1315.79,NEXT_DAY,1.32,13158.0,1013158.0
GOLD,BRMS.JK,5,1.0,1,2026-06-16,1.66,2026-06-18,2026-06-19,670.0,660.0,1000000,1492.54,NEXT_DAY,-1.49,-14925.0,985075.0
GOLD,PSAB.JK,5,1.0,1,2026-01-09,4.08,2026-01-12,2026-01-13,610.0,590.0,1000000,1639.34,NEXT_DAY,-3.28,-32787.0,967213.0
GOLD,PSAB.JK,5,1.0,1,2026-02-06,5.03,2026-02-09,2026-02-10,505.0,515.0,1000000,1980.2,NEXT_DAY,1.98,19802.0,1019802.0
GOLD,PSAB.JK,5,1.0,1,2026-02-27,3.38,2026-03-02,2026-03-03,580.0,570.0,1000000,1724.14,NEXT_DAY,-1.72,-17241.0,982759.0
GOLD,PSAB.JK,5,1.0,1,2026-03-30,2.77,2026-03-31,2026-04-01,460.0,525.0,1000000,2173.91,NEXT_DAY,14.13,141304.0,1141304.0
GOLD,PSAB.JK,5,1.0,1,2026-04-20,1.35,2026-04-21,2026-04-22,575.0,575.0,1000000,1739.13,NEXT_DAY,0.0,0.0,1000000.0
GOLD,PSAB.JK,5,1.0,1,2026-05-11,4.41,2026-05-12,2026-05-13,520.0,500.0,1000000,1923.08,NEXT_DAY,-3.85,-38462.0,961538.0
GOLD,PSAB.JK,5,1.0,1,2026-06-16,1.66,2026-06-18,2026-06-19,448.0,440.0,1000000,2232.14,NEXT_DAY,-1.79,-17857.0,982143.0
GOLD,HRTA.JK,5,1.0,2,2026-01-09,4.08,2026-01-12,2026-01-14,2770.0,2600.0,1000000,361.01,NEXT_DAY,-6.14,-61372.0,938628.0
GOLD,HRTA.JK,5,1.0,2,2026-02-06,5.03,2026-02-09,2026-02-11,2250.0,2530.0,1000000,444.44,NEXT_DAY,12.44,124444.0,1124444.0
GOLD,HRTA.JK,5,1.0,2,2026-02-27,3.38,2026-03-02,2026-03-04,3250.0,3000.0,1000000,307.69,NEXT_DAY,-7.69,-76923.0,923077.0
GOLD,HRTA.JK,5,1.0,2,2026-03-30,2.77,2026-03-31,2026-04-02,2180.0,2340.0,1000000,458.72,NEXT_DAY,7.34,73394.0,1073394.0
GOLD,HRTA.JK,5,1.0,2,2026-04-20,1.35,2026-04-21,2026-04-23,2970.0,3010.0,1000000,336.7,NEXT_DAY,1.35,13468.0,1013468.0
GOLD,HRTA.JK,5,1.0,2,2026-05-11,4.41,2026-05-12,2026-05-14,2670.0,2660.0,1000000,374.53,NEXT_DAY,-0.37,-3745.0,996255.0
GOLD,HRTA.JK,5,1.0,2,2026-06-16,1.66,2026-06-18,2026-06-22,2170.0,2100.0,1000000,460.83,NEXT_DAY,-3.23,-32258.0,967742.0
GOLD,MDKA.JK,5,1.0,2,2026-01-09,4.08,2026-01-12,2026-01-14,2890.0,3060.0,1000000,346.02,NEXT_DAY,5.88,58824.0,1058824.0
GOLD,MDKA.JK,5,1.0,2,2026-02-06,5.03,2026-02-09,2026-02-11,3040.0,3160.0,1000000,328.95,NEXT_DAY,3.95,39474.0,1039474.0
GOLD,MDKA.JK,5,1.0,2,2026-02-27,3.38,2026-03-02,2026-03-04,3940.0,3430.0,1000000,253.81,NEXT_DAY,-12.94,-129442.0,870558.0
GOLD,MDKA.JK,5,1.0,2,2026-03-30,2.77,2026-03-31,2026-04-02,3140.0,3260.0,1000000,318.47,NEXT_DAY,3.82,38217.0,1038217.0
GOLD,MDKA.JK,5,1.0,2,2026-04-20,1.35,2026-04-21,2026-04-23,3370.0,3380.0,1000000,296.74,NEXT_DAY,0.3,2967.0,1002967.0
GOLD,MDKA.JK,5,1.0,2,2026-05-11,4.41,2026-05-12,2026-05-14,2870.0,2730.0,1000000,348.43,NEXT_DAY,-4.88,-48780.0,951220.0
GOLD,MDKA.JK,5,1.0,2,2026-06-16,1.66,2026-06-18,2026-06-22,2860.0,2940.0,1000000,349.65,NEXT_DAY,2.8,27972.0,1027972.0
GOLD,ANTM.JK,5,1.0,2,2026-01-09,4.08,2026-01-12,2026-01-14,3830.0,4090.0,1000000,261.1,NEXT_DAY,6.79,67885.0,1067885.0
GOLD,ANTM.JK,5,1.0,2,2026-02-06,5.03,2026-02-09,2026-02-11,3890.0,3990.0,1000000,257.07,NEXT_DAY,2.57,25707.0,1025707.0
GOLD,ANTM.JK,5,1.0,2,2026-02-27,3.38,2026-03-02,2026-03-04,4610.0,4050.0,1000000,216.92,NEXT_DAY,-12.15,-121475.0,878525.0
GOLD,ANTM.JK,5,1.0,2,2026-03-30,2.77,2026-03-31,2026-04-02,3500.0,3640.0,1000000,285.71,NEXT_DAY,4.0,40000.0,1040000.0
GOLD,ANTM.JK,5,1.0,2,2026-04-20,1.35,2026-04-21,2026-04-23,4030.0,4020.0,1000000,248.14,NEXT_DAY,-0.25,-2481.0,997519.0
GOLD,ANTM.JK,5,1.0,2,2026-05-11,4.41,2026-05-12,2026-05-14,3570.0,3500.0,1000000,280.11,NEXT_DAY,-1.96,-19608.0,980392.0
GOLD,ANTM.JK,5,1.0,2,2026-06-16,1.66,2026-06-18,2026-06-22,3170.0,2960.0,1000000,315.46,NEXT_DAY,-6.62,-66246.0,933754.0
GOLD,BRMS.JK,5,1.0,2,2026-01-09,4.08,2026-01-12,2026-01-14,1260.0,1250.0,1000000,793.65,NEXT_DAY,-0.79,-7937.0,992063.0
GOLD,BRMS.JK,5,1.0,2,2026-02-06,5.03,2026-02-09,2026-02-11,1010.0,1085.0,1000000,990.1,NEXT_DAY,7.43,74257.0,1074257.0
GOLD,BRMS.JK,5,1.0,2,2026-02-27,3.38,2026-03-02,2026-03-04,1010.0,850.0,1000000,990.1,NEXT_DAY,-15.84,-158416.0,841584.0
GOLD,BRMS.JK,5,1.0,2,2026-03-30,2.77,2026-03-31,2026-04-02,730.0,735.0,1000000,1369.86,NEXT_DAY,0.68,6849.0,1006849.0
GOLD,BRMS.JK,5,1.0,2,2026-04-20,1.35,2026-04-21,2026-04-23,900.0,865.0,1000000,1111.11,NEXT_DAY,-3.89,-38889.0,961111.0
GOLD,BRMS.JK,5,1.0,2,2026-05-11,4.41,2026-05-12,2026-05-14,760.0,770.0,1000000,1315.79,NEXT_DAY,1.32,13158.0,1013158.0
GOLD,BRMS.JK,5,1.0,2,2026-06-16,1.66,2026-06-18,2026-06-22,670.0,635.0,1000000,1492.54,NEXT_DAY,-5.22,-52239.0,947761.0
GOLD,PSAB.JK,5,1.0,2,2026-01-09,4.08,2026-01-12,2026-01-14,610.0,640.0,1000000,1639.34,NEXT_DAY,4.92,49180.0,1049180.0
GOLD,PSAB.JK,5,1.0,2,2026-02-06,5.03,2026-02-09,2026-02-11,505.0,540.0,1000000,1980.2,NEXT_DAY,6.93,69307.0,1069307.0
GOLD,PSAB.JK,5,1.0,2,2026-02-27,3.38,2026-03-02,2026-03-04,580.0,530.0,1000000,1724.14,NEXT_DAY,-8.62,-86207.0,913793.0
GOLD,PSAB.JK,5,1.0,2,2026-03-30,2.77,2026-03-31,2026-04-02,460.0,510.0,1000000,2173.91,NEXT_DAY,10.87,108696.0,1108696.0
GOLD,PSAB.JK,5,1.0,2,2026-04-20,1.35,2026-04-21,2026-04-23,575.0,550.0,1000000,1739.13,NEXT_DAY,-4.35,-43478.0,956522.0
GOLD,PSAB.JK,5,1.0,2,2026-05-11,4.41,2026-05-12,2026-05-14,520.0,500.0,1000000,1923.08,NEXT_DAY,-3.85,-38462.0,961538.0
GOLD,PSAB.JK,5,1.0,2,2026-06-16,1.66,2026-06-18,2026-06-22,448.0,426.0,1000000,2232.14,NEXT_DAY,-4.91,-49107.0,950893.0
GOLD,HRTA.JK,5,1.0,3,2026-01-09,4.08,2026-01-12,2026-01-15,2770.0,2520.0,1000000,361.01,NEXT_DAY,-9.03,-90253.0,909747.0
GOLD,HRTA.JK,5,1.0,3,2026-02-06,5.03,2026-02-09,2026-02-12,2250.0,2650.0,1000000,444.44,NEXT_DAY,17.78,177778.0,1177778.0
GOLD,HRTA.JK,5,1.0,3,2026-02-27,3.38,2026-03-02,2026-03-05,3250.0,2950.0,1000000,307.69,NEXT_DAY,-9.23,-92308.0,907692.0
GOLD,HRTA.JK,5,1.0,3,2026-03-30,2.77,2026-03-31,2026-04-06,2180.0,2430.0,1000000,458.72,NEXT_DAY,11.47,114679.0,1114679.0
GOLD,HRTA.JK,5,1.0,3,2026-04-20,1.35,2026-04-21,2026-04-24,2970.0,2930.0,1000000,336.7,NEXT_DAY,-1.35,-13468.0,986532.0
GOLD,HRTA.JK,5,1.0,3,2026-05-11,4.41,2026-05-12,2026-05-15,2670.0,2660.0,1000000,374.53,NEXT_DAY,-0.37,-3745.0,996255.0
GOLD,HRTA.JK,5,1.0,3,2026-06-16,1.66,2026-06-18,2026-06-23,2170.0,2050.0,1000000,460.83,NEXT_DAY,-5.53,-55300.0,944700.0
GOLD,MDKA.JK,5,1.0,3,2026-01-09,4.08,2026-01-12,2026-01-15,2890.0,2990.0,1000000,346.02,NEXT_DAY,3.46,34602.0,1034602.0
GOLD,MDKA.JK,5,1.0,3,2026-02-06,5.03,2026-02-09,2026-02-12,3040.0,3190.0,1000000,328.95,NEXT_DAY,4.93,49342.0,1049342.0
GOLD,MDKA.JK,5,1.0,3,2026-02-27,3.38,2026-03-02,2026-03-05,3940.0,3620.0,1000000,253.81,NEXT_DAY,-8.12,-81218.0,918782.0
GOLD,MDKA.JK,5,1.0,3,2026-03-30,2.77,2026-03-31,2026-04-06,3140.0,3250.0,1000000,318.47,NEXT_DAY,3.5,35032.0,1035032.0
GOLD,MDKA.JK,5,1.0,3,2026-04-20,1.35,2026-04-21,2026-04-24,3370.0,3380.0,1000000,296.74,NEXT_DAY,0.3,2967.0,1002967.0
GOLD,MDKA.JK,5,1.0,3,2026-05-11,4.41,2026-05-12,2026-05-15,2870.0,2730.0,1000000,348.43,NEXT_DAY,-4.88,-48780.0,951220.0
GOLD,MDKA.JK,5,1.0,3,2026-06-16,1.66,2026-06-18,2026-06-23,2860.0,2840.0,1000000,349.65,NEXT_DAY,-0.7,-6993.0,993007.0
GOLD,ANTM.JK,5,1.0,3,2026-01-09,4.08,2026-01-12,2026-01-15,3830.0,4050.0,1000000,261.1,NEXT_DAY,5.74,57441.0,1057441.0
GOLD,ANTM.JK,5,1.0,3,2026-02-06,5.03,2026-02-09,2026-02-12,3890.0,4120.0,1000000,257.07,NEXT_DAY,5.91,59126.0,1059126.0
GOLD,ANTM.JK,5,1.0,3,2026-02-27,3.38,2026-03-02,2026-03-05,4610.0,4130.0,1000000,216.92,NEXT_DAY,-10.41,-104121.0,895879.0
GOLD,ANTM.JK,5,1.0,3,2026-03-30,2.77,2026-03-31,2026-04-06,3500.0,3650.0,1000000,285.71,NEXT_DAY,4.29,42857.0,1042857.0
GOLD,ANTM.JK,5,1.0,3,2026-04-20,1.35,2026-04-21,2026-04-24,4030.0,4050.0,1000000,248.14,NEXT_DAY,0.5,4963.0,1004963.0
GOLD,ANTM.JK,5,1.0,3,2026-05-11,4.41,2026-05-12,2026-05-15,3570.0,3500.0,1000000,280.11,NEXT_DAY,-1.96,-19608.0,980392.0
GOLD,ANTM.JK,5,1.0,3,2026-06-16,1.66,2026-06-18,2026-06-23,3170.0,2870.0,1000000,315.46,NEXT_DAY,-9.46,-94637.0,905363.0
GOLD,BRMS.JK,5,1.0,3,2026-01-09,4.08,2026-01-12,2026-01-15,1260.0,1225.0,1000000,793.65,NEXT_DAY,-2.78,-27778.0,972222.0
GOLD,BRMS.JK,5,1.0,3,2026-02-06,5.03,2026-02-09,2026-02-12,1010.0,1070.0,1000000,990.1,NEXT_DAY,5.94,59406.0,1059406.0
GOLD,BRMS.JK,5,1.0,3,2026-02-27,3.38,2026-03-02,2026-03-05,1010.0,855.0,1000000,990.1,NEXT_DAY,-15.35,-153465.0,846535.0
GOLD,BRMS.JK,5,1.0,3,2026-03-30,2.77,2026-03-31,2026-04-06,730.0,760.0,1000000,1369.86,NEXT_DAY,4.11,41096.0,1041096.0
GOLD,BRMS.JK,5,1.0,3,2026-04-20,1.35,2026-04-21,2026-04-24,900.0,810.0,1000000,1111.11,NEXT_DAY,-10.0,-100000.0,900000.0
GOLD,BRMS.JK,5,1.0,3,2026-05-11,4.41,2026-05-12,2026-05-15,760.0,770.0,1000000,1315.79,NEXT_DAY,1.32,13158.0,1013158.0
GOLD,BRMS.JK,5,1.0,3,2026-06-16,1.66,2026-06-18,2026-06-23,670.0,640.0,1000000,1492.54,NEXT_DAY,-4.48,-44776.0,955224.0
GOLD,PSAB.JK,5,1.0,3,2026-01-09,4.08,2026-01-12,2026-01-15,610.0,625.0,1000000,1639.34,NEXT_DAY,2.46,24590.0,1024590.0
GOLD,PSAB.JK,5,1.0,3,2026-02-06,5.03,2026-02-09,2026-02-12,505.0,555.0,1000000,1980.2,NEXT_DAY,9.9,99010.0,1099010.0
GOLD,PSAB.JK,5,1.0,3,2026-02-27,3.38,2026-03-02,2026-03-05,580.0,525.0,1000000,1724.14,NEXT_DAY,-9.48,-94828.0,905172.0
GOLD,PSAB.JK,5,1.0,3,2026-03-30,2.77,2026-03-31,2026-04-06,460.0,525.0,1000000,2173.91,NEXT_DAY,14.13,141304.0,1141304.0
GOLD,PSAB.JK,5,1.0,3,2026-04-20,1.35,2026-04-21,2026-04-24,575.0,550.0,1000000,1739.13,NEXT_DAY,-4.35,-43478.0,956522.0
GOLD,PSAB.JK,5,1.0,3,2026-05-11,4.41,2026-05-12,2026-05-15,520.0,500.0,1000000,1923.08,NEXT_DAY,-3.85,-38462.0,961538.0
GOLD,PSAB.JK,5,1.0,3,2026-06-16,1.66,2026-06-18,2026-06-23,448.0,422.0,1000000,2232.14,NEXT_DAY,-5.8,-58036.0,941964.0
GOLD,HRTA.JK,5,1.0,5,2026-01-09,4.08,2026-01-12,2026-01-20,2770.0,2620.0,1000000,361.01,NEXT_DAY,-5.42,-54152.0,945848.0
GOLD,HRTA.JK,5,1.0,5,2026-02-06,5.03,2026-02-09,2026-02-18,2250.0,2600.0,1000000,444.44,NEXT_DAY,15.56,155556.0,1155556.0
GOLD,HRTA.JK,5,1.0,5,2026-02-27,3.38,2026-03-02,2026-03-09,3250.0,2600.0,1000000,307.69,NEXT_DAY,-20.0,-200000.0,800000.0
GOLD,HRTA.JK,5,1.0,5,2026-03-30,2.77,2026-03-31,2026-04-08,2180.0,2570.0,1000000,458.72,NEXT_DAY,17.89,178899.0,1178899.0
GOLD,HRTA.JK,5,1.0,5,2026-04-20,1.35,2026-04-21,2026-04-28,2970.0,2830.0,1000000,336.7,NEXT_DAY,-4.71,-47138.0,952862.0
GOLD,HRTA.JK,5,1.0,5,2026-05-11,4.41,2026-05-12,2026-05-19,2670.0,2180.0,1000000,374.53,NEXT_DAY,-18.35,-183521.0,816479.0
GOLD,HRTA.JK,5,1.0,5,2026-06-16,1.66,2026-06-18,2026-06-25,2170.0,1910.0,1000000,460.83,NEXT_DAY,-11.98,-119816.0,880184.0
GOLD,MDKA.JK,5,1.0,5,2026-01-09,4.08,2026-01-12,2026-01-20,2890.0,3210.0,1000000,346.02,NEXT_DAY,11.07,110727.0,1110727.0
GOLD,MDKA.JK,5,1.0,5,2026-02-06,5.03,2026-02-09,2026-02-18,3040.0,3290.0,1000000,328.95,NEXT_DAY,8.22,82237.0,1082237.0
GOLD,MDKA.JK,5,1.0,5,2026-02-27,3.38,2026-03-02,2026-03-09,3940.0,3330.0,1000000,253.81,NEXT_DAY,-15.48,-154822.0,845178.0
GOLD,MDKA.JK,5,1.0,5,2026-03-30,2.77,2026-03-31,2026-04-08,3140.0,3300.0,1000000,318.47,NEXT_DAY,5.1,50955.0,1050955.0
GOLD,MDKA.JK,5,1.0,5,2026-04-20,1.35,2026-04-21,2026-04-28,3370.0,3420.0,1000000,296.74,NEXT_DAY,1.48,14837.0,1014837.0
GOLD,MDKA.JK,5,1.0,5,2026-05-11,4.41,2026-05-12,2026-05-19,2870.0,2500.0,1000000,348.43,NEXT_DAY,-12.89,-128920.0,871080.0
GOLD,MDKA.JK,5,1.0,5,2026-06-16,1.66,2026-06-18,2026-06-25,2860.0,2900.0,1000000,349.65,NEXT_DAY,1.4,13986.0,1013986.0
GOLD,ANTM.JK,5,1.0,5,2026-01-09,4.08,2026-01-12,2026-01-20,3830.0,4120.0,1000000,261.1,NEXT_DAY,7.57,75718.0,1075718.0
GOLD,ANTM.JK,5,1.0,5,2026-02-06,5.03,2026-02-09,2026-02-18,3890.0,4050.0,1000000,257.07,NEXT_DAY,4.11,41131.0,1041131.0
GOLD,ANTM.JK,5,1.0,5,2026-02-27,3.38,2026-03-02,2026-03-09,4610.0,3820.0,1000000,216.92,NEXT_DAY,-17.14,-171367.0,828633.0
GOLD,ANTM.JK,5,1.0,5,2026-03-30,2.77,2026-03-31,2026-04-08,3500.0,3740.0,1000000,285.71,NEXT_DAY,6.86,68571.0,1068571.0
GOLD,ANTM.JK,5,1.0,5,2026-04-20,1.35,2026-04-21,2026-04-28,4030.0,4040.0,1000000,248.14,NEXT_DAY,0.25,2481.0,1002481.0
GOLD,ANTM.JK,5,1.0,5,2026-05-11,4.41,2026-05-12,2026-05-19,3570.0,3060.0,1000000,280.11,NEXT_DAY,-14.29,-142857.0,857143.0
GOLD,ANTM.JK,5,1.0,5,2026-06-16,1.66,2026-06-18,2026-06-25,3170.0,2740.0,1000000,315.46,NEXT_DAY,-13.56,-135647.0,864353.0
GOLD,BRMS.JK,5,1.0,5,2026-01-09,4.08,2026-01-12,2026-01-20,1260.0,1310.0,1000000,793.65,NEXT_DAY,3.97,39683.0,1039683.0
